,mean,mean,mean,mean,mean,standard_deviation,standard_deviation,standard_deviation,standard_deviation,standard_deviation
max_buses,1,2,4,8,16,1,2,4,8,16
date,,,,,,,,,,
1965-12-01,49117.8,48601.5,41167.0,20034.4,4106.5,52097.79976970663,58886.912989125936,75893.78488094763,87435.15358278068,154752.0096715674
1966-01-01,48990.7,48435.8,41285.4,20252.5,4667.3,52172.84751040951,59033.211996487385,76373.3220833325,88336.54005908943,156749.73497057165
1966-02-01,48999.2,48304.3,41344.6,20467.3,5088.5,52411.72076464492,59135.090663572075,76710.71852413382,89035.05794042903,158386.76397508726
1966-03-01,48824.4,48523.1,41205.1,20598.9,5358.7,52492.31091672168,59351.093578710825,76868.32300680026,89612.59084209838,159979.58680549075
1966-04-01,48708.5,48352.5,41350.6,20670.4,6132.4,52685.333584826476,59418.35831392704,77491.15267234633,90241.64663612915,162358.19512779624
1966-05-01,48537.7,48305.8,41271.8,20513.8,6437.0,52762.01322932164,59659.22448335677,77831.81967950011,90718.89969668823,164218.7282748902
1966-06-01,48504.4,48219.6,41075.7,20479.8,6562.0,53000.05804231623,59838.301216602806,78066.57646173268,91386.55049695952,165700.99643098778
1966-07-01,48413.4,48091.8,40914.4,20459.2,7044.8,53230.498920992446,60070.484377012384,78349.92422204376,91925.90998165618,167499.0864643745
1966-08-01,48306.4,48005.8,40880.8,20835.8,7150.7,53362.92629032507,60252.18195551096,78863.25635878289,92999.96145136596,168987.96826667868
1966-09-01,48219.6,47946.1,40749.0,20558.0,7036.7,53543.53246180988,60474.997284369056,79272.71816821836,93304.02666075624,170615.77943115344
1966-10-01,48153.9,47861.8,40780.9,20713.6,7352.8,53682.56288477459,60767.72796623038,79696.32448857906,94009.80742241736,172186.736152482
1966-11-01,48038.8,47708.9,40728.8,20504.0,7878.9,53881.62115394987,60937.00140208556,80014.63014807564,94367.21367556049,174076.38173032613
1966-12-01,47846.3,47668.1,40806.5,20580.5,7925.9,53941.705903585294,61158.76715647561,80776.54344376357,95150.51138444933,175951.9581706893
1967-01-01,47766.7,47475.6,40558.2,20321.3,7967.9,54168.54056461185,61263.304257025586,80927.92503044504,95513.41361999603,177572.54930212483
1967-02-01,47746.5,47540.1,40928.8,20548.8,8340.6,54131.06938256439,61487.44231945974,81411.76737876002,95979.32106888673,179307.5652461125
1967-03-01,47657.0,47585.9,40807.8,20517.7,8805.6,54366.066371098306,61702.61281780897,81621.37799185266,96546.80682451963,181159.26620653135
1967-04-01,47529.0,47546.7,40886.0,20555.3,9040.3,54444.279705646455,62073.95105132444,82274.32048269307,97192.38944262388,183012.4852881476
1967-05-01,47437.4,47305.8,40901.9,20583.9,9422.3,54679.572913881144,62106.59496346226,82730.55945047688,97893.71314333157,184891.3241099274
1967-06-01,47336.6,47429.8,40653.1,20430.7,9780.1,54896.045065398124,62542.149616256575,82901.45262023124,98334.6445122188,186638.28512538483
1967-07-01,47166.0,47299.8,40714.7,20327.2,9929.4,54988.005126370765,62724.33693693204,83643.60012849492,98887.92463502419,188283.18520498142
1967-08-01,47289.4,47220.5,40619.2,20108.8,9534.2,55300.7536279771,63008.60524519206,83789.63666335937,99231.41539720843,189973.67559147064
1967-09-01,47071.7,47214.9,40635.0,20166.6,9914.0,55325.7374787419,63348.91159891121,84346.17230069055,99928.87628175017,191955.8018173281
1967-10-01,46980.7,46971.9,40440.5,19992.0,10229.1,55562.96288406113,63379.387736690696,84561.78654063812,100338.304900084,193537.82281246447
1967-11-01,46808.5,47038.0,40656.1,19907.6,10064.7,55645.561692335854,63784.467597265924,85389.16005683105,100980.06253403578,195168.66243730488
1967-12-01,46698.3,46980.8,40592.2,20059.5,10228.1,55857.02697075016,63990.886593847616,85912.72897643152,101765.1102951738,196390.97219885417
1968-01-01,46651.4,46908.3,40444.8,19718.2,10510.4,55918.44091015255,64318.883306451215,86045.1028586494,102030.54727199214,198198.8282593461
1968-02-01,46624.5,46856.6,40846.2,20005.0,10567.6,56186.133788111416,64368.7749942988,86759.07008722489,102766.6708638771,199784.1892488548
1968-03-01,46454.9,46861.5,40753.8,20070.3,10704.5,56280.30282720787,64625.61629923196,87005.15505902191,103373.7313645654,201627.09367115764
1968-04-01,46332.9,46841.0,40665.1,20200.9,10827.5,56468.56156688723,64856.808797020945,87484.37021097603,104184.78541135992,202796.32886401622
1968-05-01,46263.9,46798.6,40589.4,19886.3,10963.5,56740.626518003446,65227.16643512544,87840.98677496742,104465.48368831369,204541.18462236944
1968-06-01,46070.2,46597.2,40698.1,19914.7,11380.8,56802.48287374613,65340.75648611499,88421.41556514714,105234.67366061224,206635.9182033301
1968-07-01,46045.8,46523.4,40525.4,19815.0,11227.8,57066.87073133296,65540.24284903979,88736.15778525059,105789.27036435321,208064.77125687996
1968-08-01,45884.1,46395.6,40598.4,20073.4,10843.2,57156.21885178666,65787.25184883636,89151.70111320242,106549.08790078349,209173.59504796224
1968-09-01,45886.6,46401.6,40591.2,19695.4,11437.0,57433.010434766526,66043.86822610155,89691.33081828787,106781.26006540452,211354.2581822703
1968-10-01,45705.0,46478.1,40539.8,19578.8,12002.8,57510.52197255347,66440.53907977502,90235.40901294422,107472.030779899,213686.64998897593
1968-11-01,45698.9,46278.2,40620.7,19411.1,12024.8,57801.46204504212,66535.51369473466,90606.74826480763,107884.70005257156,215189.00177327322
1968-12-01,45504.7,46216.7,40540.0,19398.7,11936.8,57851.739466885905,66866.22744795927,90954.00060714451,108558.74919349226,216671.4620960602
1969-01-01,45437.4,46176.7,40558.2,20003.1,12418.9,58131.64850234337,67137.0505476174,91619.47463503598,109787.84717854703,219099.76123951186
1969-02-01,45474.9,46071.2,40740.6,20347.2,12504.1,58282.66507757212,67313.19622448154,91918.08818749683,110637.3614289294,220771.8071989215
1969-03-01,45371.1,46124.1,40634.1,20366.4,12394.7,58395.36835219801,67576.08515912514,92332.59825393316,111246.6579584903,221874.4922468306
1969-04-01,45366.0,46267.4,40650.5,20516.2,12423.3,58688.22689054045,67805.44354450214,92539.69882314172,111944.71648075026,223606.42684018126
1969-05-01,45160.6,46184.7,40628.8,20968.1,13073.3,58732.71809969106,68109.08460379325,93150.38558016458,113076.79453505136,226076.60200572625
1969-06-01,45088.1,46021.6,40560.5,20517.4,13486.6,59005.685440660905,68200.98050321564,93347.39937608213,113355.99657048978,228265.72256483109
1969-07-01,44901.1,46191.2,40524.2,20684.1,13220.8,59071.55856802456,68728.56068913417,93949.11108183338,114259.758984566,229411.22573269552
1969-08-01,44805.4,45947.3,40523.8,20855.0,13584.6,59294.446478195205,68769.48365219045,94236.74024592414,115083.244746285,231723.09700981952
1969-09-01,44802.1,45905.1,40579.8,21438.8,14254.8,59478.492483417904,69128.00775766972,94706.7711668202,116351.12667916504,234389.1596122426
1969-10-01,44695.0,46001.0,40404.3,21423.3,13810.8,59701.521979482786,69516.91263282626,95024.71601997965,117018.72742813434,235294.72226824146
1969-11-01,44500.6,45831.0,40250.8,21760.2,14148.8,59764.295129003796,69670.64635204063,95372.01299100045,118279.59421998558,237181.77682003967
1969-12-01,44405.1,45908.4,40352.7,22416.3,14674.4,59990.753516132245,70083.9416401662,96021.2917581304,119679.09193993188,239604.29802776448
1970-01-01,44296.7,45859.9,40186.6,23024.2,14674.1,60214.99663160701,70347.26135939242,96212.39245220844,121403.93098779334,241815.97609176097
1970-02-01,44252.4,45828.6,40267.0,23484.8,15046.7,60281.34862312075,70712.50745754484,96827.58161460677,122880.51204121471,243668.4464855427
1970-03-01,44099.4,45586.3,40282.8,24188.6,15417.4,60421.57352064833,70749.78770294022,97106.52843461258,124138.25716980062,245511.19126843166
1970-04-01,44008.3,45849.5,40337.7,24907.1,15664.6,60556.50905660119,71371.32407541406,97586.79845717976,125864.62744062235,248025.78099472733
1970-05-01,43908.1,45837.1,40284.8,25312.6,16269.3,60790.83884097084,71424.09327927564,97892.25238756697,127025.97560621651,250185.0021297795
1970-06-01,43713.1,45778.2,40448.1,25979.3,16339.2,60854.41928159368,71780.46556426214,98334.32090741371,128714.19636979529,251741.9391179079
1970-07-01,43739.7,45756.0,40405.8,26532.1,16498.1,61182.7274392046,72032.2067673744,98905.74151158039,130145.29056528409,253290.59326852672
1970-08-01,43527.3,45667.1,40190.0,26878.2,16663.1,61221.35258596918,72344.03824542528,99182.68628254742,131518.91901150782,255519.52466796825
1970-09-01,43476.6,45612.2,40101.0,27476.4,16730.5,61438.33992114912,72602.15808056641,99507.4339902971,133074.47113903303,257975.21024412403
1970-10-01,43371.1,45763.5,40113.5,28296.5,17185.1,61549.31664292554,73041.65538809572,99926.24804908202,134642.40003080587,259872.42378369256
1970-11-01,43270.3,45743.8,40146.1,28146.5,17516.4,61787.44988722764,73460.31607276891,100318.24742006477,135247.0076984659,261776.57082676864
1970-12-01,43189.1,45597.2,40170.1,28504.6,17572.4,61940.45086380233,73588.88722384952,100806.18624695389,136427.78827252655,263849.3076205094
1971-01-01,43108.8,45584.8,40059.1,28739.5,17587.4,62193.86791280597,73934.63534591439,101243.22341816266,137247.07543878668,265135.13964023034
1971-02-01,42997.8,45474.6,39834.9,28971.2,18010.4,62415.311648487164,74114.04209459905,101515.63639432323,138365.85586592925,266858.38533374463
1971-03-01,42788.0,45539.9,39974.7,28915.2,18218.8,62455.078103296684,74592.09009517475,102400.18903633811,139001.7547105871,268657.32393176586
1971-04-01,42920.6,45453.1,39881.7,29404.7,17644.9,62692.51607151988,74799.62101575114,102610.254622961,140196.34806152724,269899.57142094744
1971-05-01,42834.8,45513.0,40164.2,30012.3,18119.1,62837.64226569224,75238.32649063316,103138.01010813941,141348.13609041096,271223.5336722379
1971-06-01,42726.2,45697.7,40173.6,29817.5,18533.6,63069.92425836229,75422.07362135069,103430.86404206864,141705.04013560468,273177.77822883846
1971-07-01,42555.5,45629.9,40270.2,30226.0,18721.7,63151.42838579874,75672.8043185485,104201.97093230904,142852.80011178562,275533.6308769464
1971-08-01,42442.5,45732.6,40230.2,30450.2,19035.1,63377.81333356685,76114.2245082277,104726.29506458995,143774.5667817813,276717.51128560695
1971-09-01,42245.9,45535.8,40080.8,30614.5,19096.1,63442.98189266748,76235.87811202224,104968.12369561427,144850.72576832713,278272.6310846373
1971-10-01,42356.0,45444.6,40350.0,30642.5,18781.7,63778.76014264728,76537.74698394105,105751.18019304665,145565.8874112796,280100.83716962044
1971-11-01,42178.6,45466.8,40378.4,31348.3,18882.9,63873.19328551603,76841.62681313358,106204.17242504594,146941.72174183736,282064.4851524598
1971-12-01,42091.9,45562.1,40389.5,31523.8,19316.6,64131.99945156518,77152.68801315711,106629.40394057457,147714.65287942457,284076.7734868712
1972-01-01,41998.8,45493.9,40349.6,31545.9,19732.9,64378.39980200399,77361.97145087931,107012.75159551988,148547.85419778593,285834.04522533313
1972-02-01,41888.7,45595.7,40438.8,31732.1,19880.6,64490.550580944284,77851.37816385213,107645.84185683471,149365.21478833907,287871.41433949675
1972-03-01,41682.3,45364.7,40432.1,32096.1,19387.1,64540.72537217618,77918.4080020034,108065.1910997863,150563.93591682793,288930.0008354388
1972-04-01,41856.2,45332.2,40458.1,32080.5,19819.8,64801.043343452424,78326.9614526186,108601.58653071735,151401.95880521348,290830.96973931626
1972-05-01,41760.9,45401.9,40312.0,32495.8,20107.1,65056.961543028665,78654.50823760834,108949.94595786737,152375.16530283622,292136.88851041126
1972-06-01,41538.7,45360.7,40642.9,32843.4,20434.1,65087.36548166967,78969.34161791313,109727.7002072251,153287.58167444615,294467.58373242227
1972-07-01,41546.9,45498.7,40689.2,33057.8,20734.0,65411.26865278388,79037.50644268692,109962.51118934428,154140.8935103783,296400.6216101594
1972-08-01,41310.9,45593.8,40743.8,33186.2,20670.7,65422.521401612496,79577.5083729344,110523.90771914968,155071.3437183744,297804.14279300714
1972-09-01,41230.7,45476.7,40430.7,33277.8,21109.5,65704.08836603025,79748.36873991704,110624.55676852827,155968.14863426442,300007.29486028984
1972-10-01,41140.0,45450.0,40663.1,33486.0,21179.1,65842.491747773,80081.34481471532,111520.70238545148,156985.28166678557,301086.1384205339
1972-11-01,41079.9,45552.7,40556.3,33448.2,21250.2,66063.56180469097,80548.1580230113,111948.51490261048,157554.38535086508,302535.3593856795
1972-12-01,40969.5,45469.5,40574.7,33846.3,21372.1,66176.75222924672,80762.2404719901,112279.52003722178,158727.73338508513,303600.1237591059
1973-01-01,40920.5,45547.0,40812.4,33818.3,21966.3,66458.30875610831,81077.91210105665,112843.2349020337,159230.7409390885,305607.48484327627
1973-02-01,40855.2,44962.3,40739.4,34163.5,21579.7,66764.38225880623,80885.04317314927,113304.77353403959,160354.12807993992,306804.15538184403
1973-03-01,40667.6,44958.0,40649.5,33958.0,21735.6,66836.90908339659,81249.70473382247,113813.40112487243,160806.7098468773,308734.1916892984
1973-04-01,40578.1,45007.5,40619.3,34138.8,21975.4,66978.7478109454,81615.34273822403,114250.21826971613,161794.02037213175,310175.39945908025
1973-05-01,40565.6,44965.0,40726.7,34122.5,22268.7,67276.49343847952,82010.16191234406,114786.55850175917,162541.58345909175,311866.15335715556
1973-06-01,40488.5,44803.3,40670.3,34447.0,22776.8,67265.26121136625,82113.17909250487,115324.17767517598,163537.82605256804,313306.42934879084
1973-07-01,40424.6,44951.0,40770.0,34587.5,23175.4,67541.54269813835,82749.043939425,115949.34717941855,164351.99102620504,314953.2680221341
1973-08-01,40262.8,45103.0,40977.9,35159.1,23968.2,67666.06485742236,82818.91615513398,116262.45381458662,165433.04622142456,316612.6225590719
1973-09-01,40164.2,45110.1,40976.3,35384.7,23755.1,67925.65523636036,83201.6240979973,116931.09023984073,166275.53550460888,317978.31630874524
1973-10-01,40156.1,45009.6,40999.3,35215.8,23405.8,68109.23531838803,83405.58580574805,117363.16869638258,166840.79771833052,319695.8431929393
1973-11-01,40057.3,44965.0,41115.8,35445.9,23507.4,68369.05670623225,83793.91909785445,117990.8499633199,167933.9481836369,321352.3855631938
1973-12-01,40020.7,44955.1,40904.2,35711.4,24108.1,68587.71364229731,84099.21348086438,118299.15604075778,168884.8479317589,323234.8965303544
1974-01-01,39883.0,44971.6,41195.3,35679.5,24659.8,68698.94671358183,84509.29907438853,119196.98027033515,169525.81476200675,324521.94925075734
1974-02-01,39906.6,45012.7,41363.5,35847.8,25445.4,69056.31818096814,84577.94414759283,119644.9725509694,170200.34296139883,326201.17348627397
1974-03-01,39709.4,45148.7,41403.6,36125.0,25520.7,69126.39829600396,85115.026051743,120112.97071618313,171338.85925005778,327524.32857288973
1974-04-01,39610.7,44943.6,41488.0,36330.3,24892.5,69388.97613702371,85242.78754397153,120597.27552754525,172126.59026558202,329218.64886601834
1974-05-01,39519.0,44959.1,41567.0,36293.6,25438.5,69530.0217555937,85640.86148361397,121380.23971800352,172865.66638558777,330860.77165990666
1974-06-01,39561.9,45025.6,41481.9,36117.8,25465.9,69703.00203235312,86008.12763557743,121914.99563899248,173438.65611269532,332422.8447740251
1974-07-01,39362.7,44917.6,41290.4,36245.9,26317.0,69773.72979862201,86307.1275841238,122264.65943663179,174456.9548707264,334542.329280865
1974-08-01,39446.4,44967.5,41822.7,36197.4,26612.1,70173.10626697064,86757.57927216888,123087.53307666865,175130.54087686198,336060.2730961119
1974-09-01,39244.8,44999.9,42220.5,36727.9,27444.5,70243.18714263722,86748.75575085917,123473.317880828,175946.11404786538,337556.36854778294
1974-10-01,39146.9,44692.4,42197.9,36863.6,27917.5,70504.40121084641,86944.14308201942,124103.30986135882,176928.55972472808,339491.1853574241
1974-11-01,39048.0,44591.6,42174.1,37203.3,28245.3,70644.45560850634,87181.24565804786,124440.08307030513,178051.38333516722,341197.70612425805
1974-12-01,38948.3,44572.8,42313.7,36685.3,28922.3,70908.2763278652,87523.43457713356,125361.07101138783,178382.12510291868,343173.9024242989
1975-01-01,38839.6,44410.6,42297.1,36649.5,29189.4,71016.91181714708,87626.32494125901,125597.19928799721,179155.61176452783,344690.9770679303
1975-02-01,38817.8,44538.9,42352.5,37223.4,29669.4,71332.92387546036,88217.62401703591,126257.72846245888,180396.08281297758,346661.4052899457
1975-03-01,38644.2,44685.5,42589.3,37205.5,30250.2,71417.47479247171,88355.14452763913,126610.16677805407,181187.57703627966,348259.48990110494
1975-04-01,38542.3,44612.9,42642.4,36973.3,30689.4,71679.87722436471,88716.36446119234,127265.16852636641,181621.66652078956,350083.51541444124
1975-05-01,38533.6,44578.6,42105.0,36879.1,30855.7,71867.51263911485,88973.52757509144,126880.59469700899,181856.4385323092,351348.2671652318
1975-06-01,38461.5,44652.3,42500.0,36413.6,31691.1,72172.41683981492,89492.62747915172,127617.62445332976,181616.49671657034,353657.52308835293
1975-07-01,38387.4,44172.5,42262.7,35709.0,32037.7,72167.92592619584,89190.47112313438,127894.94820450623,181112.65314162895,355064.9299719857
1975-08-01,38317.9,44199.7,41868.6,34921.5,31787.3,72454.91375016911,89633.12852468234,127647.99108067989,180917.42752626742,355381.1836412183
1975-09-01,37683.6,43965.4,41418.6,34426.5,31379.5,71894.65696450915,89543.90846605803,127315.80575281644,181090.72368244966,355156.9192769272
1975-10-01,37582.3,44093.7,41903.2,34666.6,31205.9,72160.0756298107,89703.00413902907,128026.27112849403,181609.7672643799,354168.006568587
1975-11-01,37463.8,43317.1,41734.1,35085.0,29653.0,72274.51790807355,88721.02543672748,127701.35474044291,182565.69064129583,350469.1813317304
1975-12-01,37354.7,43306.6,41685.1,35142.0,29967.1,72410.54835381375,89074.20175736131,128185.9146122884,183346.20669166357,352027.9140991363
1976-01-01,37248.8,43393.9,40135.4,35605.5,30474.0,72665.41297664706,89697.46747998084,125868.99951069057,184576.37622419494,353854.8424418628
1976-02-01,37133.0,43532.1,40175.6,34288.2,30869.8,72762.06133998984,90221.8613486283,126635.73947806186,183579.83623711087,355281.3088887921
1976-03-01,36611.2,43836.4,40425.0,32915.1,31398.9,72200.31008674564,91028.27729667304,127806.65062855254,182651.49385613517,357253.54451253056
1976-04-01,36488.2,44059.0,41073.4,33776.0,31402.5,72315.87865868586,91515.54096314886,128941.47709561884,183982.61860174607,357547.7615745125
1976-05-01,36385.5,44211.3,41563.1,34206.8,31458.9,72579.22169946437,92021.75600856572,129818.50789420505,185030.76081848302,357612.7755891062
1976-06-01,36180.7,44192.6,41786.8,34666.1,31471.3,72653.07461575334,92380.2441376582,130875.99632544455,186408.44077005264,357957.4986550002
1976-07-01,36178.0,44266.6,42148.5,35132.3,32061.7,72987.65034198898,92903.54880579704,131815.43261128417,187371.16631615916,360083.8848873505
1976-08-01,36139.0,44248.5,42240.2,35215.7,32508.7,73042.82389880001,93186.1410132668,132726.06636209617,188326.46891740948,361866.29258395365
1976-09-01,36119.3,44356.5,42977.9,35898.5,33740.9,73347.79984286433,93763.67349915188,134233.18849545202,189866.68963439116,364530.8688954278
1976-10-01,35967.9,44344.0,43107.4,36533.7,34135.1,73458.17419373953,94171.03289700548,134939.71308221723,191150.1048182059,366099.23350717966
1976-11-01,35762.2,44507.4,43918.9,36798.5,35062.3,73531.76696397581,94597.09096795737,136465.97454184524,191969.4938903054,368453.0345093147
1976-12-01,35652.9,44717.4,43866.1,37033.5,35458.2,73787.03961544405,95008.72664503568,136823.34098915043,192649.52326915666,369456.4538092262
1977-01-01,35738.2,44691.7,44514.0,37827.4,36137.6,74169.12060779292,95369.38565161604,138409.02407317556,194250.8139998389,371739.18358177476
1977-02-01,35532.6,44704.9,44620.8,38524.0,36744.0,74244.11529572189,95702.93724675098,138973.65053755094,195769.75891365632,373531.60338257265
1977-03-01,35552.9,44728.1,44802.1,38697.9,38071.7,74440.02513649645,96194.0966546862,139717.8007544334,196715.97488903752,376438.3134146358
1977-04-01,35398.7,44735.9,44879.1,39085.8,38234.6,74550.83752126613,96608.07488156579,140290.40958704197,197933.88609151513,377877.4475076983
1977-05-01,35293.6,44806.8,45065.4,40022.9,39180.1,74816.1585624686,96940.10330187285,141095.52603285792,199616.4771496971,380962.94235717115
1977-06-01,35170.4,45066.4,45467.5,40653.4,40646.7,74934.09549019279,97339.73208556148,141813.6999346913,200756.73098122183,383121.80895232264
1977-07-01,35003.4,45140.8,45806.6,40826.7,41206.6,75066.88175398433,97867.00220855285,142691.0155344991,201725.5190037801,385092.67146528076
1977-08-01,34992.6,45184.8,45931.9,41721.7,41873.5,75392.97990485144,98302.04332656457,143265.41173287042,203301.5790008364,387225.5821514121
1977-09-01,34890.2,45190.1,46009.9,42475.3,42490.5,75662.91957065598,98714.4114306518,144093.44413450753,205060.6208937846,389099.95293647447
1977-10-01,34808.8,45068.7,46144.9,42840.4,43567.2,75671.06768816379,98909.64226117358,144782.980883996,206225.99224863324,391530.7609435901
1977-11-01,34710.0,45164.3,46330.0,43368.4,44171.9,75807.07550676842,99406.1213619832,145548.48841231954,207549.0052655303,393612.3691460504
1977-12-01,34639.7,45162.0,46563.0,44065.2,45280.8,76126.3153625458,99628.04323750082,146158.86409048963,208890.73046122037,396199.3970809255
1978-01-01,34433.4,45438.0,47004.1,44989.3,46080.1,76203.78006692902,100241.56872830309,146636.7166105482,210412.2858496042,397798.7366390893
1978-02-01,34429.7,45191.7,47223.7,45380.1,47125.6,76540.08245945389,100326.96350328205,147657.64357537788,211560.53935691525,400278.9969817441
1978-03-01,34225.0,45465.2,47105.5,45552.6,48068.6,76617.60318186242,101087.7405159608,148145.38514674624,212472.72756975974,402947.20595030254
1978-04-01,34115.6,45477.8,47254.0,46339.8,49057.6,76881.62782008889,101486.07661458898,148988.24708307997,214161.93037294623,405462.2464760163
1978-05-01,34171.9,45295.8,47393.7,46945.5,49713.3,76965.42867554959,101617.40877406565,149558.74692875706,215598.9733145262,407330.5190505753
1978-06-01,34102.8,45234.8,47894.4,47391.9,50473.4,77292.00333914097,101999.34447588921,150629.483205351,216900.42458052293,409177.7662603654
1978-07-01,33919.0,45332.6,48120.5,48179.4,51503.5,77381.8796704586,102341.48442043323,151182.83425798637,218278.42273380014,411373.2867925432
1978-08-01,33911.8,45448.3,48385.0,49010.9,52833.9,77717.78938469908,102684.59788330262,152003.1592690684,219872.86056640904,414583.8537480017
1978-09-01,33703.4,45423.3,48323.5,49307.3,53646.8,77796.28638551958,103054.23944813397,152429.35880032356,220990.21785995166,416820.70514812216
1978-10-01,33675.4,45434.9,48826.5,50183.7,54323.2,78102.70346323913,103500.33728173707,153471.87134473716,222672.6648498743,418888.47454657377
1978-11-01,33635.2,45329.9,48888.6,50275.9,55330.8,78130.97839426078,103823.67834025146,154051.73763108146,223661.64766770662,421230.8779432539
1978-12-01,33521.2,45216.0,49055.4,50957.8,56331.4,78389.16026934677,104139.57776305158,154919.91013940074,225243.78900096472,423858.75342099514
1979-01-01,33321.0,45433.3,49168.2,51823.4,56921.1,78472.44965945408,104564.72423979535,155364.07162232415,226736.34539467495,425146.827156206
1979-02-01,33318.7,45583.6,49759.0,52352.3,58029.4,78814.95520810473,104950.06124099637,156504.90127433353,227956.02969532425,427305.0036616312
1979-03-01,33195.3,45494.7,49806.6,52876.8,58477.2,78936.01865090204,105275.70458145707,156925.77725734617,229285.1817292653,428699.40911650955
1979-04-01,33024.0,45478.9,50238.1,53969.5,59357.6,79072.66659921815,105677.13267668965,157917.5030003887,231314.76311018763,431344.06293950026
1979-05-01,32956.5,45475.5,50129.4,53942.0,60535.4,79368.68916259667,106066.2689079594,158318.49020545054,232138.88647005172,433977.46680474863
1979-06-01,32981.9,45474.1,50093.4,54369.4,61845.6,79570.70493794951,106484.46725274067,158982.68384757437,233400.66421080392,436936.37342427275
1979-07-01,32773.7,45478.9,50299.2,55229.0,62181.0,79651.59730427395,106883.11930894939,159831.81121263411,235102.79357714526,438606.594395884
1979-08-01,32650.9,45539.8,50957.3,55548.4,63300.8,79775.5786391494,107199.46031559841,160833.83320547536,236249.81134252314,441093.99766837305
1979-09-01,32638.5,45513.5,51004.8,56940.6,64316.4,80106.80184915636,107586.39830000197,161278.3012123936,238321.56840668496,443597.3237701558
1979-10-01,32429.8,45529.5,51270.0,57111.1,64903.4,80188.25558895766,107888.79644878177,162133.18369442108,239310.94649497798,445061.2468334368
1979-11-01,32330.9,45507.8,51404.5,57737.8,65800.0,80465.50147934344,108180.93877881939,162841.7386177621,240969.2194478143,447705.4422655841
1979-12-01,32302.6,45587.2,51306.0,58490.9,66240.5,80514.6153388039,108727.02030089444,163278.77624480164,242540.09911556664,449251.1567788854
1980-01-01,32315.0,45399.9,51772.4,58928.1,67392.9,80881.46878817999,108893.21637421782,164280.38863763784,243959.0753209098,451894.3267270568
1980-02-01,32066.2,45486.0,51750.7,59061.0,67958.4,80906.42196156138,109472.59442029822,164745.5748649009,244907.9031731452,454647.82204867096
1980-03-01,32101.3,45415.4,52043.1,60182.7,68541.6,81304.23601654057,109595.42969303054,165577.21356075676,246794.00022693237,456479.19968632376
1980-04-01,31890.6,45611.5,52234.3,60565.0,69619.7,81386.63243664637,110101.92398283612,166129.58235134804,247855.0256128682,458590.5877269931
1980-05-01,31680.2,45556.2,52599.7,60943.4,70318.4,81469.14866077287,110364.72469126074,167043.5635954818,249077.12223289843,460512.93719436135
1980-06-01,31665.3,45451.1,52680.4,61799.5,70986.9,81786.17449184864,110696.50103418405,167644.35423386286,250868.6334333613,462616.1430755524
1980-07-01,31568.6,45492.7,52921.0,62076.6,72147.4,81813.67028559471,111174.82124718907,168643.98768345636,252005.83236954393,465278.0521098707
1980-08-01,31459.1,45273.8,52988.7,62770.7,71802.2,82087.22835083558,111327.13350382187,169118.62757448625,253606.890367772,466858.03170814144
1980-09-01,31342.5,45395.1,53145.0,62957.8,72569.8,82235.10620335926,111724.66550652297,170049.68866318,254637.57472917374,469238.6957551088
1980-10-01,31315.4,45411.1,53298.8,63865.3,73489.3,82544.49638454267,112102.37745268582,170566.3404496913,256456.1508133722,471249.9866190508
1980-11-01,31102.9,45462.3,53717.8,64725.5,75092.8,82627.82371903816,112425.0856506975,171169.9361581934,257817.55828675526,474006.8126446192
1980-12-01,30989.6,45360.3,53900.0,64888.5,75775.7,82899.36587507102,112760.78019816996,172089.11831761277,258926.447604656,476368.1398841423
1981-01-01,30814.2,45307.3,53889.3,65136.8,76486.9,83003.44967904782,113142.49332987143,172668.39713035696,260036.7133313636,478408.73637007416
1981-02-01,30770.7,45333.4,54210.7,66065.9,77218.1,83080.8095678873,113596.88019307572,173592.1111847156,261990.10697456583,480526.31884157326
1981-03-01,30743.5,45376.2,54452.4,66167.6,77249.9,83387.87039058965,114001.72342050116,174213.28362747392,262888.1279408917,481294.7749319191
1981-04-01,30632.0,45460.1,54749.3,66753.8,78232.0,83540.37375358629,114348.74589260308,175045.45889952255,264330.2231236947,484113.3438556627
1981-05-01,30530.9,45390.6,54589.3,67570.6,78317.1,83820.81779135247,114488.00483718807,175374.82074564372,266040.5126443047,486027.5350582173
1981-06-01,30316.5,45442.2,55117.6,68003.6,79573.8,83904.98730674146,115011.74120526419,176351.97086899195,267061.60309070593,488815.2345893305
1981-07-01,30198.8,45403.4,55150.1,68651.4,80776.3,84145.98884055945,115462.02609150576,176897.74141605085,268742.8613634643,491546.8180916352
1981-08-01,30246.3,45445.2,55358.1,69128.3,81399.8,84265.26903383413,115883.10633641893,177629.0480864546,270071.00398477516,493945.0783954292
1981-09-01,30131.0,45440.7,55597.3,69712.8,81807.8,84538.87226070094,116249.1113189927,178428.36448903894,271677.96885888424,495795.39926438744
1981-10-01,30034.5,45468.2,55608.8,70214.9,82175.8,84700.88843853869,116544.2573215095,178962.81323771022,272876.9766915527,497852.8396671272
1981-11-01,29913.7,45436.6,55816.2,70484.3,83085.5,84965.31115703109,116939.47164637495,179844.38669509074,274068.16045042116,500425.66016658925
1981-12-01,29786.1,45454.8,55856.9,70800.7,83825.6,85094.03263246815,117250.24877092775,180273.5222749956,275319.1731350886,502522.34206278494
