date,name,company_value,terrain_type,seed,source,money,name_and_source
1975-01-01,Admiral AI,3329540,Flat,0,OpenTTDLab,2885694.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1,Mountainous,0,OpenTTDLab,-106.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1552566,Mountainous,0,OpenTTDLab,1280730.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,5638017,Flat,1,OpenTTDLab,5318698.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1056268,Flat,1,OpenTTDLab,958453.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2664452,Mountainous,1,OpenTTDLab,2568450.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,390360,Mountainous,1,OpenTTDLab,647518.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1724479,Flat,2,OpenTTDLab,1641955.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2702809,Flat,2,OpenTTDLab,2438156.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1026376,Mountainous,2,OpenTTDLab,989136.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1843364,Mountainous,2,OpenTTDLab,1667367.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,4079035,Flat,3,OpenTTDLab,3725005.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2398980,Flat,3,OpenTTDLab,2268513.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,141509,Mountainous,3,OpenTTDLab,57182.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2732506,Mountainous,3,OpenTTDLab,2505734.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2065342,Flat,4,OpenTTDLab,2000163.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2093101,Flat,4,OpenTTDLab,1709122.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1159515,Mountainous,4,OpenTTDLab,1080299.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3549360,Mountainous,4,OpenTTDLab,3379402.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2308040,Flat,5,OpenTTDLab,2154518.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2145279,Flat,5,OpenTTDLab,1993199.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1689787,Mountainous,5,OpenTTDLab,1647470.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1651327,Mountainous,5,OpenTTDLab,1560099.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,4916856,Flat,6,OpenTTDLab,4497749.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,641696,Flat,6,OpenTTDLab,233597.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2098593,Mountainous,6,OpenTTDLab,1985516.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1165058,Mountainous,6,OpenTTDLab,1030703.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2017029,Flat,7,OpenTTDLab,1924877.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,788074,Flat,7,OpenTTDLab,652208.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,24421,Mountainous,7,OpenTTDLab,319421.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2192727,Mountainous,7,OpenTTDLab,2083782.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1467860,Flat,8,OpenTTDLab,1429580.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2413931,Flat,8,OpenTTDLab,2154268.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1434248,Mountainous,8,OpenTTDLab,1326368.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2106404,Mountainous,8,OpenTTDLab,1981455.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,4991299,Flat,9,OpenTTDLab,4889885.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2211483,Flat,9,OpenTTDLab,2070958.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1838514,Mountainous,9,OpenTTDLab,1724815.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2034185,Mountainous,9,OpenTTDLab,1910738.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1397059,Flat,10,OpenTTDLab,1325876.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1968502,Flat,10,OpenTTDLab,1539182.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3769127,Mountainous,10,OpenTTDLab,3435407.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,619602,Mountainous,10,OpenTTDLab,596244.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3462050,Flat,11,OpenTTDLab,3362368.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2957486,Flat,11,OpenTTDLab,2786011.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,272796,Mountainous,11,OpenTTDLab,154487.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1133172,Mountainous,11,OpenTTDLab,959245.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3560675,Flat,12,OpenTTDLab,3301651.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1447309,Flat,12,OpenTTDLab,1399482.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,626198,Mountainous,12,OpenTTDLab,590142.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1,Mountainous,12,OpenTTDLab,110802.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2920829,Flat,13,OpenTTDLab,2844581.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1721978,Flat,13,OpenTTDLab,1582942.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1797110,Mountainous,13,OpenTTDLab,1513696.0,trAIns AI (OpenTTDLab)
1975-01-01,trAIns AI,2863739,Flat,14,OpenTTDLab,2708875.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2403529,Flat,14,OpenTTDLab,2251924.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3023206,Mountainous,14,OpenTTDLab,2882584.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1466561,Mountainous,14,OpenTTDLab,1168631.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,911835,Flat,15,OpenTTDLab,769653.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,605879,Flat,15,OpenTTDLab,279360.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2887443,Mountainous,15,OpenTTDLab,2759955.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2515693,Mountainous,15,OpenTTDLab,2340991.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,979169,Flat,16,OpenTTDLab,948838.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1874217,Flat,16,OpenTTDLab,1628522.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3186389,Mountainous,16,OpenTTDLab,3086309.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,77032,Mountainous,16,OpenTTDLab,92845.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,5494819,Flat,17,OpenTTDLab,5286925.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1,Flat,17,OpenTTDLab,123995.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3238717,Mountainous,17,OpenTTDLab,3154138.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,437912,Mountainous,17,OpenTTDLab,384508.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3273991,Flat,18,OpenTTDLab,3199425.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1953466,Flat,18,OpenTTDLab,1733421.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2412336,Mountainous,18,OpenTTDLab,2240312.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,79763,Mountainous,18,OpenTTDLab,262636.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2436573,Flat,19,OpenTTDLab,2226652.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,951268,Flat,19,OpenTTDLab,694596.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3030299,Mountainous,19,OpenTTDLab,2862014.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1751951,Mountainous,19,OpenTTDLab,1552237.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2983127,Flat,20,OpenTTDLab,2819658.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1,Flat,20,OpenTTDLab,165083.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2609927,Mountainous,20,OpenTTDLab,2509877.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1061892,Mountainous,20,OpenTTDLab,711300.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,4124253,Flat,21,OpenTTDLab,3890757.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1513992,Flat,21,OpenTTDLab,1422650.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1244725,Mountainous,21,OpenTTDLab,1143615.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,917205,Mountainous,21,OpenTTDLab,781700.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3591924,Flat,22,OpenTTDLab,3447401.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3687705,Flat,22,OpenTTDLab,3459388.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,507292,Mountainous,22,OpenTTDLab,330966.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,376029,Mountainous,22,OpenTTDLab,210607.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3327339,Flat,23,OpenTTDLab,3188565.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,867145,Flat,23,OpenTTDLab,696213.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1095368,Mountainous,23,OpenTTDLab,1062880.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1880978,Mountainous,23,OpenTTDLab,1754367.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,7085953,Flat,24,OpenTTDLab,6890279.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,30141,Flat,24,OpenTTDLab,177871.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,834648,Mountainous,24,OpenTTDLab,766736.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,472610,Mountainous,24,OpenTTDLab,450043.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1,Flat,25,OpenTTDLab,1025.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3327213,Flat,25,OpenTTDLab,3094974.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1730372,Mountainous,25,OpenTTDLab,1650633.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1966912,Mountainous,25,OpenTTDLab,1800926.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,6805088,Flat,26,OpenTTDLab,6635418.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,412623,Flat,26,OpenTTDLab,213174.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,335276,Mountainous,26,OpenTTDLab,167473.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,558296,Mountainous,26,OpenTTDLab,487769.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2476328,Flat,27,OpenTTDLab,2362425.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1736798,Flat,27,OpenTTDLab,1421087.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1235491,Mountainous,27,OpenTTDLab,1060723.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1327427,Mountainous,27,OpenTTDLab,1041432.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,875460,Flat,28,OpenTTDLab,790626.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3541755,Flat,28,OpenTTDLab,3265354.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2297092,Mountainous,28,OpenTTDLab,2237310.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1074132,Mountainous,28,OpenTTDLab,820814.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1582248,Flat,29,OpenTTDLab,1445660.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1421885,Flat,29,OpenTTDLab,1177676.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2767535,Mountainous,29,OpenTTDLab,2643976.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,400802,Mountainous,29,OpenTTDLab,387961.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,4161405,Flat,30,OpenTTDLab,4046224.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2562782,Flat,30,OpenTTDLab,2428577.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1631802,Mountainous,30,OpenTTDLab,1565712.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1344560,Mountainous,30,OpenTTDLab,1001571.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1092921,Flat,31,OpenTTDLab,943213.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1561274,Flat,31,OpenTTDLab,1389862.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1066261,Mountainous,31,OpenTTDLab,986539.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3924360,Mountainous,31,OpenTTDLab,3774769.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1569140,Flat,32,OpenTTDLab,1393482.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2807006,Flat,32,OpenTTDLab,2631238.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,296884,Mountainous,32,OpenTTDLab,175156.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2719880,Mountainous,32,OpenTTDLab,2481581.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2325177,Flat,33,OpenTTDLab,2053143.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2581503,Flat,33,OpenTTDLab,2394061.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,785537,Mountainous,33,OpenTTDLab,619771.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,922896,Mountainous,33,OpenTTDLab,825694.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3316111,Flat,34,OpenTTDLab,3229797.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1332215,Flat,34,OpenTTDLab,1179027.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,693839,Mountainous,34,OpenTTDLab,662539.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1341310,Mountainous,34,OpenTTDLab,1049150.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1555309,Flat,35,OpenTTDLab,1473186.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,659340,Flat,35,OpenTTDLab,606392.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1709729,Mountainous,35,OpenTTDLab,1619329.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1060538,Mountainous,35,OpenTTDLab,982417.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,5984726,Flat,36,OpenTTDLab,5626447.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2313657,Flat,36,OpenTTDLab,2023843.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1512566,Mountainous,36,OpenTTDLab,1398436.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2728319,Mountainous,36,OpenTTDLab,2568967.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,4414496,Flat,37,OpenTTDLab,4285606.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1089086,Flat,37,OpenTTDLab,1005502.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2476404,Mountainous,37,OpenTTDLab,2361574.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1521464,Mountainous,37,OpenTTDLab,1394072.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,191935,Flat,38,OpenTTDLab,127792.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3322137,Flat,38,OpenTTDLab,2932791.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2484738,Mountainous,38,OpenTTDLab,2290788.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1056556,Mountainous,38,OpenTTDLab,1010380.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3085994,Flat,39,OpenTTDLab,2898253.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2102853,Flat,39,OpenTTDLab,1772264.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2439656,Mountainous,39,OpenTTDLab,2250119.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,291091,Mountainous,39,OpenTTDLab,337878.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,670792,Flat,40,OpenTTDLab,600882.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2897714,Flat,40,OpenTTDLab,2702861.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1903006,Mountainous,40,OpenTTDLab,1752573.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,985019,Mountainous,40,OpenTTDLab,776768.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3279508,Flat,41,OpenTTDLab,3103188.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1350581,Flat,41,OpenTTDLab,1153496.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3059695,Mountainous,41,OpenTTDLab,2904242.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2715098,Mountainous,41,OpenTTDLab,2521622.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3485196,Flat,42,OpenTTDLab,3200777.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3245961,Flat,42,OpenTTDLab,3057101.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1651864,Mountainous,42,OpenTTDLab,1403490.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2806275,Mountainous,42,OpenTTDLab,2521979.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2520798,Flat,43,OpenTTDLab,2399751.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1843349,Flat,43,OpenTTDLab,1728433.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1729696,Mountainous,43,OpenTTDLab,1663062.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,853353,Mountainous,43,OpenTTDLab,660485.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,12506,Flat,44,OpenTTDLab,-291.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,722817,Flat,44,OpenTTDLab,544216.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2147954,Mountainous,44,OpenTTDLab,2041938.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2046705,Mountainous,44,OpenTTDLab,1819225.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1906101,Flat,45,OpenTTDLab,1697355.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2205381,Flat,45,OpenTTDLab,1965110.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2620379,Mountainous,45,OpenTTDLab,2313644.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1407850,Mountainous,45,OpenTTDLab,1241974.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,5970910,Flat,46,OpenTTDLab,5645047.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1498989,Flat,46,OpenTTDLab,1424558.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1,Mountainous,46,OpenTTDLab,6911.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2314581,Mountainous,46,OpenTTDLab,2161222.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,3594438,Flat,47,OpenTTDLab,3481575.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2353715,Flat,47,OpenTTDLab,1998115.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2517122,Mountainous,47,OpenTTDLab,2349102.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1275829,Mountainous,47,OpenTTDLab,1053083.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1528004,Flat,48,OpenTTDLab,1358758.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1219385,Flat,48,OpenTTDLab,1050463.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1780574,Mountainous,48,OpenTTDLab,1663022.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3560498,Mountainous,48,OpenTTDLab,3015837.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1058737,Flat,49,OpenTTDLab,995695.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2912495,Flat,49,OpenTTDLab,2824882.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2671689,Mountainous,49,OpenTTDLab,2558349.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,3194315,Mountainous,49,OpenTTDLab,2922318.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1904624,Flat,50,OpenTTDLab,1696017.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2557413,Flat,50,OpenTTDLab,2172185.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1989029,Mountainous,50,OpenTTDLab,1540718.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,449277,Mountainous,50,OpenTTDLab,397222.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,519550,Flat,51,OpenTTDLab,705090.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1868011,Flat,51,OpenTTDLab,1756123.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,558292,Mountainous,51,OpenTTDLab,483771.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1556400,Mountainous,51,OpenTTDLab,1135829.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1688797,Flat,52,OpenTTDLab,1551605.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1101688,Flat,52,OpenTTDLab,663074.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1436286,Mountainous,52,OpenTTDLab,1368204.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,472313,Mountainous,52,OpenTTDLab,267681.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2630576,Flat,53,OpenTTDLab,2527406.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,890107,Flat,53,OpenTTDLab,816217.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1523018,Mountainous,53,OpenTTDLab,1424029.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1880341,Mountainous,53,OpenTTDLab,1634191.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,2303544,Flat,54,OpenTTDLab,2116070.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2003103,Flat,54,OpenTTDLab,1813603.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,975978,Mountainous,54,OpenTTDLab,946172.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,644293,Mountainous,54,OpenTTDLab,495450.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,181494,Flat,55,OpenTTDLab,1350.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1060276,Flat,55,OpenTTDLab,973110.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1798311,Mountainous,55,OpenTTDLab,1641652.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,2024277,Mountainous,55,OpenTTDLab,1912725.0,Admiral AI (OpenTTDLab)
1975-01-01,trAIns AI,1330909,Flat,56,OpenTTDLab,1209986.0,trAIns AI (OpenTTDLab)
1975-01-01,Admiral AI,1924422,Flat,56,OpenTTDLab,1725390.0,Admiral AI (OpenTTDLab)
