statistic,mean,mean,mean,mean,mean,standard_deviation,standard_deviation,standard_deviation,standard_deviation,standard_deviation
max_buses,1,2,4,8,16,1,2,4,8,16
date,,,,,,,,,,
1954-04-01,49775.46,49594.68,43090.06,29139.28,13999.48,28280.9167375949,31452.15376645249,34369.751358205925,33840.00977350657,33083.98927296824
1954-05-01,49778.76,49573.46,43126.16,29165.24,14047.28,28429.45386251407,31668.41778601823,34792.44326079314,34316.321202005085,33720.39076082686
1954-06-01,49751.52,49645.38,43343.22,29350.32,14190.94,28409.083567631205,31644.135302718176,34784.91517902318,34664.128006729654,34235.124873713765
1954-07-01,49799.08,49684.82,43505.84,29436.06,14314.44,28462.2047612447,31939.89456533145,35247.172885535896,35028.12672719931,34736.5826207731
1954-08-01,49243.36,49174.84,42819.36,28892.96,13648.86,28065.61927221741,31573.499210934107,34886.17063218546,34669.194619866845,34208.587047645306
1954-09-01,47916.94,47974.54,41743.6,27690.76,12493.5,28871.53781234016,32388.658316756373,35530.488636306334,34829.08898218527,34033.27806316179
1954-10-01,47948.1,48068.9,41843.48,27838.16,12582.5,28931.541419498604,32566.93669606195,36043.880841721875,35398.45877502786,34689.92560704691
1954-11-01,47876.76,48088.54,41845.52,27840.66,12626.64,29016.762300970466,32733.09191030648,36154.45226442254,35611.12027053989,35213.16142091632
1954-12-01,47828.96,48127.1,41750.26,27705.32,12435.5,29145.453724632494,32902.06052678408,36396.73226911718,35930.9758124419,35507.255097244786
1955-01-01,47813.7,48137.38,41974.2,27854.92,12590.72,29206.79835051687,33078.325166674396,36796.30311510622,36401.88160579682,36263.50042034451
1955-02-01,47783.84,48130.36,41935.84,27759.02,12426.96,29338.7639858733,33348.73166927624,37062.026705026285,36771.02544761268,36606.47034195357
1955-03-01,47741.54,48162.74,41960.86,27775.16,12540.22,29322.83352973674,33379.89864550343,37152.92348098709,36979.93910678091,37111.13840734864
1955-04-01,47757.12,48183.26,42043.52,27892.2,12716.2,29456.9675189738,33607.72701651712,37563.219110296755,37500.472506955135,37958.37752817458
1955-05-01,47672.2,48195.5,42118.82,28019.4,12659.46,29504.300349997404,33667.650090590665,37700.246484166906,37849.39088933767,38260.206360970944
1955-06-01,47662.44,48229.1,42033.48,27929.82,12627.0,29652.98077742139,33932.00497528634,37975.1725571391,38133.188913087564,38843.46140022823
1955-07-01,47643.14,48220.08,42047.74,27921.78,12579.88,29660.612302575166,34143.45837237526,38333.5570911121,38513.38173180849,39288.66611073499
1955-08-01,47605.44,48281.5,42024.62,27944.12,12584.48,29725.646202042095,34198.45622440658,38517.425437882746,38891.35459757458,39813.86159917633
1955-09-01,47523.46,48210.34,42107.9,28008.44,12542.28,29840.123969219152,34406.46445940539,38973.335006391346,39497.287801569364,40443.17226755163
1955-10-01,47512.24,48276.56,42086.18,27875.44,12521.68,29954.21743162763,34639.01370264814,39264.61541205688,39779.62657819211,40997.55305313342
1955-11-01,47417.32,48186.34,42081.38,27830.8,12492.94,30084.964335680772,34862.20305812176,39507.81971313155,40131.765798709246,41511.29410930209
1955-12-01,47467.46,48304.72,42059.12,27913.62,12649.42,30119.651633084453,35064.088855507696,39707.079058176074,40561.96063967182,42222.891148551746
1956-01-01,47392.42,48341.2,42134.3,27884.84,12605.46,30286.709195982992,35225.08988589508,40062.85187626043,40936.710798429885,42688.2227041748
1956-02-01,47331.24,48298.24,42060.96,27859.32,12551.94,30273.837271903845,35340.19614625123,40151.78853614654,41184.86925025763,43057.79685180165
1956-03-01,47326.54,48316.56,42155.84,27929.84,12674.14,30411.135768715798,35533.87129242941,40519.72088787163,41711.06685348039,43831.13577803163
1956-04-01,47320.94,48397.04,42199.8,27976.5,12778.84,30509.961634776115,35783.66842338977,40914.9846483597,42176.19604064814,44533.92572436049
1956-05-01,47256.48,48323.8,42139.64,27839.4,12677.36,30591.531643504055,35939.976667454066,41063.165815189095,42435.21148186026,45000.94583122103
1956-06-01,47176.74,48352.58,42069.4,27798.58,12625.18,30716.122517708143,36132.013908235145,41362.10503268292,42867.63873051797,45571.47688026548
1956-07-01,47201.62,48385.58,42079.68,27684.12,12497.88,30894.78378064253,36399.79494508849,41711.8503068128,43242.924822562534,46051.71800453246
1956-08-01,47196.42,48305.06,42079.36,27610.22,12476.0,31012.45540699769,36615.15335988304,41980.569507255015,43566.8556997502,46637.12883310805
1956-09-01,47120.68,48360.94,42134.44,27699.26,12633.4,31051.69177121745,36832.85557117366,42290.55165437098,44020.198905803794,47289.12832560904
1956-10-01,47071.94,48448.9,42191.74,27755.5,12717.28,31130.449564668477,36936.02117023103,42476.04995413921,44326.54863358196,47779.3852315376
1956-11-01,47051.38,48462.5,42312.38,27813.24,12750.2,31239.576790941694,37096.90051261503,42826.146508064485,44797.62095658425,48452.645500950886
1956-12-01,46971.98,48468.1,42241.8,27728.16,12551.38,31388.346945629106,37413.87845261898,43139.41187426114,45208.42048500907,48796.15868826361
1957-01-01,46985.6,48471.54,42260.1,27708.24,12620.7,31524.69744469551,37597.99204919087,43489.42523974849,45528.833315200005,49369.55287576607
1957-02-01,46934.02,48544.2,42302.98,27646.76,12659.5,31622.610916932103,37886.593062421845,44004.49341410767,45929.392324394656,50168.43492339845
1957-03-01,46829.38,48429.58,42210.52,27521.04,12484.94,31708.77563065957,37994.12182521106,44278.39155690887,46299.61421620914,50494.14792295949
1957-04-01,46794.82,48345.78,42152.8,27328.26,12323.12,31859.83605572306,38197.42942643322,44621.017502279974,46590.89276330773,51019.45185732634
1957-05-01,46734.5,48337.04,42201.04,27433.1,12488.98,31992.145644019613,38400.65993956726,44855.961357033404,47027.714059729435,51656.27110061275
1957-06-01,46775.32,48434.6,42435.4,27583.76,12599.2,32113.306433620182,38671.76104136992,45407.824834537954,47587.634605315056,52380.24667208595
1957-07-01,46699.24,48488.32,42498.32,27714.5,12583.98,32214.36166957153,38765.27703828123,45680.00766353273,48018.17295831966,52774.86386006668
1957-08-01,46633.44,48509.08,42503.68,27659.48,12604.2,32316.83063690953,38985.95457489682,46130.71853005969,48507.81050647663,53574.91580916561
1957-09-01,46570.44,48488.98,42511.16,27629.92,12487.52,32468.2489211619,39242.487126286156,46527.40108460995,48910.26873352165,54007.43034905247
1957-10-01,46574.18,48332.58,42409.7,27553.12,12366.58,32614.517297650986,39343.247122815614,46800.65984806503,49355.439862966865,54464.7093889245
1957-11-01,46495.18,48341.68,42440.38,27479.76,12318.78,32726.042272851904,39633.861892939116,47237.1723457279,49732.440874022686,55064.728808805994
1957-12-01,46428.12,48319.92,42409.14,27437.24,12211.56,32851.729843958106,39810.44336774368,47572.31240964022,50140.98844403953,55536.0726636705
1958-01-01,46384.78,48330.86,42509.14,27522.14,12246.12,33015.060739675915,40100.60465827905,48029.07393210823,50801.19289978558,56340.078934199555
1958-02-01,46325.64,48336.8,42545.18,27612.74,12281.64,33079.69697302167,40257.111591288674,48293.76195813472,51262.86623198878,56872.66256125637
1958-03-01,46334.5,48271.38,42472.3,27543.22,12186.54,33201.30522283725,40382.54924931141,48474.92287486891,51544.17242037778,57266.539851644615
1958-04-01,46325.84,48300.24,42546.94,27584.14,12149.66,33289.42856429265,40565.34356860771,48865.01539765084,52032.18330995162,57866.145565402294
1958-05-01,46265.98,48264.28,42463.06,27399.02,12068.9,33380.8177945395,40695.412230543596,49129.69223014713,52303.15665601135,58360.619318464174
1958-06-01,46242.8,48217.74,42417.36,27484.0,11958.98,33581.32012270622,40958.82511708357,49527.72454538231,52866.87588496916,58881.97586472694
1958-07-01,46085.82,48106.28,42346.5,27406.48,11825.22,33626.732590027605,41133.28922231397,49842.374869816,53324.986315617716,59388.9015630781
1958-08-01,45996.56,48012.36,42315.48,27295.18,11798.46,33760.5634190823,41316.28937927312,50139.15618993171,53624.87243072786,59980.58801972723
1958-09-01,45935.78,48026.34,42351.02,27347.32,11715.46,33895.77633208442,41536.175981519475,50580.99091535459,54165.38687768967,60511.55627940426
1958-10-01,45884.38,48012.8,42360.46,27209.24,11650.62,33996.117311252005,41812.92511379022,50823.68351957941,54423.247419237225,61005.18389779408
1958-11-01,45907.42,48014.06,42232.54,27166.72,11701.8,34060.1758333628,41953.89096372738,51035.24484767006,54726.283843021345,61650.890111256325
1958-12-01,45937.26,48108.68,42494.9,27327.9,11800.82,34192.200169647236,42168.95587671391,51660.76579949039,55384.773365842295,62364.40539468202
1959-01-01,45849.2,48039.28,42404.1,27349.06,11696.62,34319.04508447466,42370.69416618144,51857.23463952916,55812.2692642478,62858.26701588589
1959-02-01,45689.34,47942.66,42313.48,27222.42,11554.94,34413.05863234277,42490.10446988372,52051.272511348005,56147.27889933395,63321.2480723912
1959-03-01,45696.36,47922.5,42393.74,27220.58,11511.64,34608.76305554855,42739.78185520619,52634.5220444661,56578.73650347987,63865.76240923342
1959-04-01,45606.08,47892.58,42291.46,27225.64,11621.6,34730.01487794154,42900.119015148164,52874.736478220155,57018.53037525142,64576.71654896134
1959-05-01,45578.98,47800.9,42183.64,27048.8,11412.48,34814.681184511566,43093.59616815567,53069.59489651301,57356.11950590372,64945.69623334778
1959-06-01,45587.2,47883.1,42443.66,27178.5,11455.94,34944.285222540835,43420.76345000894,53794.96748430232,57917.14386606129,65599.83545101625
1959-07-01,45545.66,47821.66,42436.74,27120.58,11389.42,35035.08826445806,43570.9062730335,53991.97930146851,58266.908955847146,66054.55815942097
1959-08-01,45549.02,47840.24,42411.28,27117.24,11456.84,35184.68262943814,43753.11717620931,54440.98157396068,58686.59205372212,66752.56099753012
1959-09-01,45455.4,47791.58,42335.18,26969.56,11360.8,35359.424184987474,43962.68037180014,54723.32673631408,58984.357480558225,67313.88944280642
1959-10-01,45338.02,47674.48,42293.14,26949.2,11380.84,35421.58690224171,44091.80408140104,54943.79700704556,59357.000123603524,67847.08290282536
1959-11-01,45312.7,47812.08,42485.8,27008.7,11518.78,35585.02444433729,44403.74319339876,55644.97890764856,59993.7197901172,68701.81222405257
1959-12-01,45303.02,47711.0,42502.62,26979.4,11393.66,35701.59902237846,44635.455922257075,56030.984253026094,60449.23000269208,69149.24895414885
1960-01-01,45238.08,47722.7,42516.6,26921.58,11470.9,35883.672093756584,44873.24956110789,56389.71303602915,60772.79913764119,69824.85019551801
1960-02-01,45234.44,47677.4,42464.48,26803.1,11495.94,35955.08083545469,45011.17956957913,56716.0429757412,61058.23485962782,70491.61785295424
1960-03-01,45178.34,47609.52,42477.04,26751.5,11338.3,36112.954340632,45258.21919320741,57081.58839514413,61517.27438272596,70987.62380729562
1960-04-01,45048.84,47500.2,42385.44,26742.56,11331.24,36182.97946315395,45377.00020216121,57271.14273247987,61955.188510353764,71511.18306766532
1960-05-01,45034.16,47663.56,42482.86,26661.58,11364.02,36355.583594607444,45717.424828007206,57827.21298200108,62417.27215432717,72225.2066676397
1960-06-01,45067.82,47643.86,42440.88,26825.94,11436.32,36502.882035890296,45887.437372028486,58196.9502446754,63043.47205339619,72981.1080090049
1960-07-01,44981.66,47630.1,42543.66,26758.22,11430.26,36593.77682266954,46201.308900643206,58590.1685660344,63373.917791280015,73515.51750253626
1960-08-01,44891.92,47655.56,42570.2,26742.02,11404.28,36771.830584349234,46510.203014559185,58947.072664849955,63812.62925110019,74187.60178585318
1960-09-01,44847.68,47638.48,42482.46,26698.5,11443.18,36838.536062140585,46654.89740211239,59228.84487918752,64152.46281503691,74823.90599831373
1960-10-01,44857.72,47569.4,42472.36,26683.76,11440.3,37069.9495912189,46859.5255469984,59623.4774395976,64731.8970282812,75548.97599253354
1960-11-01,44756.86,47624.78,42413.52,26629.64,11324.82,37160.20614604735,47319.30385970338,60014.40195324546,65184.6621353865,76056.07660079314
1960-12-01,44670.9,47541.44,42398.3,26622.44,11264.14,37321.206466734875,47465.048613092826,60313.7028324173,65602.7346092418,76625.41472405262
1961-01-01,44729.3,47719.08,42484.74,26709.52,11445.24,37411.749182685424,47847.683115315755,60758.072292380406,66211.6703025584,77502.42495707431
1961-02-01,44653.56,47766.52,42525.9,26844.82,11600.74,37542.51839658004,48161.50340144447,61107.66330754404,66754.00415558362,78282.71712062735
1961-03-01,44586.74,47601.94,42419.36,26811.06,11450.46,37741.06619997124,48247.15585078776,61359.1341016518,67292.72981242901,78686.59178243203
1961-04-01,44563.16,47611.62,42510.96,26903.32,11481.66,37853.43261460671,48649.54300932249,61781.73947279312,67859.53132952552,79384.35783581354
1961-05-01,44594.22,47736.64,42551.84,26784.14,11460.54,38013.22698868736,48908.968186329876,62152.44836406163,68115.31739331648,79914.90446085863
1961-06-01,44477.64,47663.34,42419.76,26825.12,11271.02,38128.525250071056,49119.00000046119,62414.580649520605,68695.37908044262,80416.82565500932
1961-07-01,44502.76,47611.76,42397.06,26705.52,11368.36,38330.56920386449,49325.37604294527,62786.26414952134,69079.24695039955,81229.69468213867
1961-08-01,44391.12,47562.94,42413.3,26832.5,11360.0,38451.79206335207,49593.057515452914,63177.819821823345,69671.96268293176,81820.24599033155
